feature_ID,CCE_P1706_100.mzxml,CCE_P1706_102.mzxml,CCE_P1706_104.mzxml,CCE_P1706_106.mzxml,CCE_P1706_108.mzxml,CCE_P1706_110.mzxml,CCE_P1706_112.mzxml,CCE_P1706_114.mzxml,CCE_P1706_116.mzxml,CCE_P1706_118.mzxml,CCE_P1706_120.mzxml,CCE_P1706_122.mzxml,CCE_P1706_154.mzxml,CCE_P1706_156.mzxml,CCE_P1706_158.mzxml,CCE_P1706_160.mzxml,CCE_P1706_162.mzxml,CCE_P1706_164.mzxml,CCE_P1706_166.mzxml,CCE_P1706_168.mzxml,CCE_P1706_170.mzxml,CCE_P1706_172.mzxml,CCE_P1706_174.mzxml,CCE_P1706_176.mzxml,CCE_P1706_178.mzxml,CCE_P1706_180.mzxml,CCE_P1706_182.mzxml,CCE_P1706_184.mzxml,CCE_P1706_186.mzxml,CCE_P1706_188.mzxml,CCE_P1706_208.mzxml,CCE_P1706_210.mzxml,CCE_P1706_212.mzxml,CCE_P1706_214.mzxml,CCE_P1706_216.mzxml,CCE_P1706_218.mzxml,CCE_P1706_220.mzxml,CCE_P1706_222.mzxml,CCE_P1706_224.mzxml,CCE_P1706_228.mzxml,CCE_P1706_230.mzxml,CCE_P1706_40.mzxml,CCE_P1706_42.mzxml,CCE_P1706_44.mzxml,CCE_P1706_46.mzxml,CCE_P1706_48.mzxml,CCE_P1706_50.mzxml,CCE_P1706_52.mzxml,CCE_P1706_54.mzxml,CCE_P1706_56.mzxml,CCE_P1706_58.mzxml,CCE_P1706_60.mzxml,CCE_P1706_62.mzxml,CCE_P1706_64.mzxml,CCE_P1706_66.mzxml,CCE_P1706_68.mzxml,CCE_P1706_70.mzxml,CCE_P1706_72.mzxml,CCE_P1706_74.mzxml,CCE_P1706_76.mzxml,CCE_P1706_78.mzxml,CCE_P1706_80.mzxml,CCE_P1706_82.mzxml,CCE_P1706_84.mzxml,CCE_P1706_86.mzxml,CCE_P1706_88.mzxml,CCE_P1706_90.mzxml,CCE_P1706_92.mzxml,CCE_P1706_94.mzxml,CCE_P1706_96.mzxml,CCE_P1706_98.mzxml,Class16S,Confidence,Domain16S,Family16S,Genus16S,Order16S,Phylum16S,Species16S
24a26143ba9613c73c2c51d49b5d48f7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidia,0.8800546,Bacteria,Cryomorphaceae,uncultured,Flavobacteriales,Bacteroidetes,uncultured bacterium
24b719db9da7a7997a9ac14d605cc6ed,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,6,0,0,0,Bacteroidia,0.7952729,Bacteria,Cyclobacteriaceae,uncultured,Cytophagales,Bacteroidetes,uncultured Bacteroidetes bacterium
24d4fb0060d0899b8ed8fe5e202b9d9e,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,uncultured bacterium,0.869069,Bacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,Marinimicrobia (SAR406 clade),uncultured bacterium
24e11dc0200d869c4f3cc1f206be8fe3,0,43,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,47,11,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,132,34,0,0,0,0,hydrothermal vent metagenome,0.9091527,Bacteria,hydrothermal vent metagenome,hydrothermal vent metagenome,hydrothermal vent metagenome,Marinimicrobia (SAR406 clade),hydrothermal vent metagenome
24e1336e11709331248e27effdee0816,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,23,5,0,0,0,Deltaproteobacteria,0.7579274,Bacteria,Bdellovibrionaceae,OM27 clade,Bdellovibrionales,Proteobacteria,uncultured marine bacterium
24e35dc7376c08954c121bd530382ebc,0,47,41,71,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,21,0,0,0,0,28,10,0,0,0,0,15,19,0,0,0,0,17,0,0,0,0,0,18,34,85,28,0,0,74,26,31,55,0,0,Bacteroidia,0.9988153,Bacteria,Cryomorphaceae,uncultured,Flavobacteriales,Bacteroidetes,marine metagenome
24ea523c20b180bd5ca66985729140cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncultured marine microorganism,0.9982573,Bacteria,uncultured marine microorganism,uncultured marine microorganism,uncultured marine microorganism,Marinimicrobia (SAR406 clade),uncultured marine microorganism
24f9c25aac4d52af50872001c38c4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidia,0.9820821,Bacteria,Flavobacteriaceae,Flavicella,Flavobacteriales,Bacteroidetes,uncultured bacterium
24fe9905081df6bf8f3e68b6f1738cdd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alphaproteobacteria,0.8491598,Bacteria,AEGEAN-169 marine group,uncultured alpha proteobacterium,Rhodospirillales,Proteobacteria,uncultured alpha proteobacterium
2508d84a6943d63862dbef036fa44297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alphaproteobacteria,0.9982898,Bacteria,Rickettsiaceae,uncultured,Rickettsiales,Proteobacteria,uncultured bacterium
250a576e3788b3f444938c7b08afb2e3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gammaproteobacteria,0.9940313,Bacteria,Neisseriaceae,Neisseria,Betaproteobacteriales,Proteobacteria,NA
251309d22e66766ade2968db17853312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.9999318,Bacteria,NA,NA,NA,Margulisbacteria,NA
2526d1f63fa653d7277ae1588c90c1a6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,Nitrososphaeria,0.8583684,Archaea,Nitrosopumilaceae,uncultured marine archaeon,Nitrosopumilales,Thaumarchaeota,uncultured marine archaeon
25313b0347c2e0b41ea99d0bc57c2ec1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alphaproteobacteria,0.988667,Bacteria,Paracaedibacteraceae,uncultured,Paracaedibacterales,Proteobacteria,NA
253d7ab9cdee6e669fc27781705f9bd4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,NA,0.8100285,Bacteria,NA,NA,NA,Proteobacteria,NA
2543e96d50c85d3f761e7d5185da39c4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deltaproteobacteria,0.9877485,Bacteria,NA,NA,NA,Proteobacteria,NA
25477b222e02624e3feda86a531134ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gammaproteobacteria,0.9480536,Bacteria,Francisellaceae,NA,Francisellales,Proteobacteria,NA
254be9ee8032a8311af2abc6f08cfc41,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.8830801,Bacteria,NA,NA,NA,Proteobacteria,NA
254ce76867f95b761e416a7f65410742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gammaproteobacteria,0.7849294,Bacteria,Nitrincolaceae,uncultured,Oceanospirillales,Proteobacteria,metagenome
254dbcca7e15498ba4a5003d72874d25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gammaproteobacteria,0.968626,Bacteria,Nitrincolaceae,uncultured,Oceanospirillales,Proteobacteria,NA
255c04a169de5e307646fcd135e6bcdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Woesearchaeia,0.9999999,Archaea,uncultured bacterium,uncultured bacterium,uncultured bacterium,Nanoarchaeaeota,uncultured bacterium
256be91fb63e047db86ad1b5bb2e9863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncultured marine cyanobacterium,0.9966697,Bacteria,uncultured marine cyanobacterium,uncultured marine cyanobacterium,uncultured marine cyanobacterium,Margulisbacteria,uncultured marine cyanobacterium
2577a1afd09b97d1de36803d3671ea72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deltaproteobacteria,0.7057611,Bacteria,Bdellovibrionaceae,OM27 clade,Bdellovibrionales,Proteobacteria,uncultured bacterium
257f0f2b449d793754b0ea3f95bdb325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gammaproteobacteria,0.997915,Bacteria,NA,NA,NA,Proteobacteria,NA
258696eacbaa0c1f8320abdab14d0cd6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,Verrucomicrobiae,0.8441185,Bacteria,Puniceicoccaceae,MB11C04 marine group,Opitutales,Verrucomicrobia,uncultured marine microorganism
25989d3d957be80b42783fdb44169ab5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alphaproteobacteria,0.7603591,Bacteria,Clade II,NA,SAR11 clade,Proteobacteria,NA
2599c1a1ee9d84fc1ce620e0d926eac9,30,38,62,76,20,34,34,0,77,0,22,15,0,0,0,0,0,0,0,0,0,0,23,40,0,0,64,0,0,0,26,37,155,111,61,27,31,25,96,0,0,21,31,20,50,19,0,0,23,19,12,0,15,30,20,13,26,0,13,35,26,65,47,32,36,0,52,43,50,0,30,Bacteroidia,0.9999984,Bacteria,NS9 marine group,NA,Flavobacteriales,Bacteroidetes,NA
25ad240a08ab7fc9026e03b11f276a83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nitrospinia,0.9996421,Bacteria,Nitrospinaceae,Nitrospina,Nitrospinales,Nitrospinae,NA
25bfcdcc38b54767b291c62d12dc69a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidia,0.9994258,Bacteria,Flavobacteriaceae,NS5 marine group,Flavobacteriales,Bacteroidetes,NA
25c55a7f6918614fdf29bd7980665b77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gammaproteobacteria,0.7480066,Bacteria,Spongiibacteraceae,BD1-7 clade,Cellvibrionales,Proteobacteria,uncultured marine bacterium
25c7935850d5e3731d3fb68fc249f59c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,Subgroup 6,0.7360268,Bacteria,uncultured bacterium KM3-25-B4,uncultured bacterium KM3-25-B4,uncultured bacterium KM3-25-B4,Acidobacteria,uncultured bacterium KM3-25-B4
25cc60b148305119284307c9e1f0ecba,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,52,18,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,Gammaproteobacteria,0.9913968,Bacteria,Saccharospirillaceae,uncultured deep-sea bacterium,Oceanospirillales,Proteobacteria,uncultured deep-sea bacterium
25ce4b18bfff0c2b940c03275b1b5884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nitrospinia,0.9997784,Bacteria,Nitrospinaceae,LS-NOB,Nitrospinales,Nitrospinae,NA
25df999d83e2b1f45d16d913661259ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alphaproteobacteria,0.7775314,Bacteria,Rickettsiaceae,uncultured,Rickettsiales,Proteobacteria,uncultured bacterium
25e97d5d8833883a6c212f89002b935c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidia,0.7704398,Bacteria,Bacteroidetes BD2-2,NA,Bacteroidales,Bacteroidetes,NA
2607690fe803077011a2c53588182005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidia,0.9999955,Bacteria,NS9 marine group,NA,Flavobacteriales,Bacteroidetes,NA
260cf15d84590749ee598e6b1010cd5d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidia,0.9937345,Bacteria,Flavobacteriaceae,Ulvibacter,Flavobacteriales,Bacteroidetes,NA
2615f32a57d130197572330d3282803a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deltaproteobacteria,0.9881521,Bacteria,uncultured bacterium HF0500_03A04,uncultured bacterium HF0500_03A04,SAR324 clade(Marine group B),Proteobacteria,uncultured bacterium HF0500_03A04
261730bdb685e0d940c9308cd61f4e17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deltaproteobacteria,0.9118481,Bacteria,Blfdi19,uncultured bacterium,Myxococcales,Proteobacteria,uncultured bacterium
2617317c4389677b17a6cc73e9b96a15,0,0,12,9,0,0,0,21,21,0,0,0,0,22,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,19,24,11,0,0,0,26,45,28,0,0,18,15,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,19,0,0,0,0,0,0,0,10,0,0,NA,0.9999993,Bacteria,NA,NA,NA,Marinimicrobia (SAR406 clade),NA
261b64bbd82dafc2c39ad54e1d1a430f,0,0,14,10,0,0,15,0,29,2,0,0,0,20,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,16,18,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14,0,0,Phycisphaerae,0.9932478,Bacteria,Phycisphaeraceae,FS140-16B-02 marine group,Phycisphaerales,Planctomycetes,uncultured organism
262161030c35e2ebb388c1212e3aa1de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,48,0,0,0,0,0,Nitrososphaeria,0.8848133,Archaea,Nitrosopumilaceae,uncultured marine archaeon,Nitrosopumilales,Thaumarchaeota,uncultured marine archaeon
26297a7d10fcdc48d2221074bbd4e60b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deltaproteobacteria,0.9496877,Bacteria,Bdellovibrionaceae,OM27 clade,Bdellovibrionales,Proteobacteria,uncultured marine bacterium
26388802d622553c8e9e53a467b7a39c,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alphaproteobacteria,0.9699833,Bacteria,NA,NA,Rhizobiales,Proteobacteria,NA
2638ef8b32761a8b84409337e0bd9526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gammaproteobacteria,0.9894304,Bacteria,Halieaceae,OM60(NOR5) clade,Cellvibrionales,Proteobacteria,NA
26566baf082eb230b0fb257ee4368a63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.7286566,Bacteria,NA,NA,NA,Proteobacteria,NA
265a39b3c072f026eed7542d8dce01ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oxyphotobacteria,0.9882944,Bacteria,Cyanobiaceae,Prochlorococcus MIT9313,Synechococcales,Cyanobacteria,NA
2660ef03807e90252a8e7091b1d1e6a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vadinHA49,0.8754661,Bacteria,uncultured organism,uncultured organism,uncultured organism,Planctomycetes,uncultured organism
26838dd611a27a4b7b6a4eab304574b9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dehalococcoidia,0.7081514,Bacteria,SAR202 cluster bacterium SCGC AAA240-N13,SAR202 cluster bacterium SCGC AAA240-N13,SAR202 clade,Chloroflexi,SAR202 cluster bacterium SCGC AAA240-N13
2690a04464a31574891166dde09583b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OM190,0.9966152,Bacteria,NA,NA,NA,Planctomycetes,NA
26a7a6688aeb841a900b40d1b4a72717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alphaproteobacteria,0.8781257,Bacteria,Clade II,NA,SAR11 clade,Proteobacteria,NA
26b591ada5170809f3bb9d7d823a8c7f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Gammaproteobacteria,0.9345751,Bacteria,Nitrosococcaceae,NA,Nitrosococcales,Proteobacteria,NA
26beccec978ee96b9c0fa589a5bd096e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alphaproteobacteria,0.9950544,Bacteria,Clade II,NA,SAR11 clade,Proteobacteria,NA
26c2d33e2bccdad5436549261bae4bed,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.9998587,Bacteria,NA,NA,NA,Marinimicrobia (SAR406 clade),NA
26e3095c753ce3fc4221cf932ffe1b3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deltaproteobacteria,0.9430111,Bacteria,Desulfobacteraceae,Desulfofrigus,Desulfobacterales,Proteobacteria,NA
26fee48055e83a4f7ea4e42f04faf654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,47,0,66,13,38,64,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gammaproteobacteria,0.9999745,Bacteria,Pseudohongiellaceae,Pseudohongiella,Oceanospirillales,Proteobacteria,NA
270bb232f842a34436301435d465e8b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,Alphaproteobacteria,0.9027277,Bacteria,Magnetospiraceae,Magnetospira,Rhodospirillales,Proteobacteria,uncultured bacterium
